参考市场数量k,结构价格弹性系数alpha,GDP对数敏感系数gamma1,人口对数敏感系数gamma2,层级溢价强度eta,平均相对误差,中位相对误差,最大相对误差
3,1.0,0.2,0.05,0.2,0.5564260271027197,0.6467204093492179,0.9570796674855043
4,0.5,0.1,0.2,0.25,0.5564327470684153,0.7432042357644995,0.97767903061487
2,0.5,0.1,0.15,0.2,0.5564887282616324,0.5319859283669945,1.073231145190222
3,0.5,0.1,0.05,0.15,0.5564995573568542,0.5603806751931738,1.08133896071606
3,1.2,0.2,0.05,0.25,0.5565749244991673,0.6055945957725759,1.0210281386052789
2,0.6,0.05,0.1,0.15,0.5566419519069787,0.5609206130541058,0.8673410613060959
4,0.8,0.05,0.15,0.25,0.5567012192117926,0.6715248511257218,1.032773147947851
4,0.9,0.3,0.05,0.25,0.5567751689491806,0.6129988296807268,1.1847552338773297
4,0.8,0.1,0.05,0.15,0.5568309579970178,0.6043342146694725,1.0678172880359342
3,1.1,0.1,0.1,0.3,0.5569139639019572,0.6820459321667308,1.0670640759657992
4,1.2,0.15,0.05,0.3,0.5569213699662855,0.677788880055216,0.9704573437324232
3,0.4,0.15,0.1,0.15,0.5569383554476858,0.5994933032092032,1.1662383242939474
3,0.9,0.3,0.15,0.3,0.5569721043761197,0.5042830372804942,1.2124794346067371
3,0.9,0.15,0.15,0.3,0.5569795414922489,0.6576878023506957,0.9904510636373071
3,0.9,0.1,0.15,0.3,0.5570472064285235,0.7088227240407629,1.0175857696239443
2,1.4,0.15,0.05,0.3,0.5571344159815174,0.3244450372832468,1.1854719807357161
3,0.4,0.3,0.15,0.2,0.5572848392774604,0.501554183161714,1.4158439270623693
3,0.7,0.15,0.15,0.25,0.5573727177101914,0.7019461116197037,0.9985022377892331
3,0.9,0.2,0.15,0.3,0.5576070964260076,0.6065528806606287,1.0254125903993272
2,0.6,0.1,0.1,0.15,0.557648263721021,0.5249047313171341,0.9885186027575734
2,0.4,0.15,0.2,0.25,0.5576801877982315,0.5517515851300275,1.2817112167479365
3,0.8,0.3,0.05,0.15,0.5576836624197652,0.5723644951913428,1.2239813894321643
4,1.1,0.15,0.05,0.25,0.5577279872206249,0.6647857004738157,0.9822979030546409
2,0.8,0.05,0.1,0.2,0.5577343855539025,0.5188892296289066,0.9602483524664154
3,0.8,0.25,0.05,0.15,0.5578087229960489,0.630997382156784,1.1335581839553541
3,0.9,0.25,0.15,0.3,0.5578166658945947,0.5554179589705618,1.118946012503032
3,0.5,0.2,0.1,0.15,0.5578592249429428,0.6657856842557998,1.196111857116971
4,0.9,0.1,0.15,0.3,0.5579293249161672,0.7164094098645313,1.0175857696239443
3,0.8,0.2,0.05,0.15,0.5579337835723323,0.6489102887111835,1.0431349784785435
2,0.9,0.05,0.15,0.3,0.5579636383328092,0.5204254547149286,1.0447204756105817
3,0.7,0.05,0.05,0.2,0.5580554019304441,0.6151803880630502,1.1479977750441326
2,0.7,0.1,0.15,0.25,0.5580640388846194,0.5413528623145585,1.0693751010714598
4,1.3,0.05,0.05,0.3,0.5581665386911117,0.5908669112041414,1.1329053711019115
4,0.9,0.25,0.1,0.3,0.5581791773406153,0.6529542392097039,1.1081365266103378
4,0.7,0.05,0.1,0.2,0.5584110939538545,0.6005148774644224,1.0153357894662571
2,1.1,0.25,0.1,0.3,0.558447080757061,0.37327072517363263,1.3526352994111301
3,0.6,0.1,0.1,0.2,0.55850496078002,0.6048950812795482,0.9699372549623048
2,0.9,0.05,0.05,0.15,0.5585384281094442,0.558544657953113,0.9824785699942044
4,0.6,0.15,0.1,0.15,0.5585748074994841,0.6444496865328441,1.0498704486495627
4,0.4,0.15,0.2,0.25,0.558607743635601,0.676735106373383,1.114728652336151
2,0.5,0.15,0.15,0.2,0.5586400327243246,0.5616162484199805,1.19674758522101
2,0.6,0.15,0.1,0.15,0.5586545755350634,0.5643345707039545,1.109696144209051
3,0.5,0.1,0.25,0.3,0.5586845799468362,0.6765162517173272,0.9665136288422971
4,0.5,0.05,0.15,0.2,0.5588399844482675,0.621855164197183,0.9234570787731348
4,1.0,0.15,0.05,0.2,0.5588949638385683,0.6497518532698732,0.9962643290266063
4,0.6,0.1,0.15,0.2,0.5589172906427164,0.6795459760311405,0.9468569879863497
3,1.2,0.15,0.05,0.25,0.5589668178763529,0.661551669806396,1.054213724058435
3,0.7,0.1,0.2,0.3,0.5589685236085664,0.7348343078256236,0.9552332667910008
2,0.9,0.1,0.05,0.15,0.5589825083061499,0.5532092289009753,0.9509525394125655
2,1.4,0.2,0.05,0.3,0.5590365971422077,0.346166470115734,1.150556767229126
3,0.7,0.2,0.15,0.25,0.5590870069821179,0.6495818623712074,1.0915712089197238
4,0.6,0.1,0.1,0.15,0.5591163608132492,0.6038895933465434,0.9658357836081775
2,0.8,0.1,0.1,0.2,0.5592800898512194,0.549903866527058,0.9846321955984934
4,0.7,0.3,0.1,0.25,0.5593216103183561,0.6303585291302568,1.2786422177166703
2,0.9,0.15,0.05,0.15,0.5594265885028555,0.5061245361357356,1.0168308705669629
2,0.6,0.15,0.2,0.3,0.5594269741429492,0.48829427021086824,1.2772423303115024
4,0.5,0.2,0.2,0.3,0.559445483593307,0.6105123424763678,1.1698747238769243
4,0.5,0.15,0.15,0.2,0.5595847487144201,0.7062286128422253,1.0857300017190357
2,0.8,0.3,0.1,0.25,0.5596452593309498,0.3710958300347563,1.4919227157038117
3,0.5,0.15,0.15,0.2,0.5596503220451507,0.7062286128422253,1.0857300017190357
2,0.6,0.2,0.1,0.15,0.5596608873491057,0.5200243332066732,1.230873685660529
4,1.1,0.25,0.05,0.3,0.5598198628638245,0.6382129051978872,1.0214498071292772
2,0.9,0.2,0.05,0.15,0.5598706686995613,0.4575446407162779,1.1356945905661295
3,1.1,0.1,0.05,0.25,0.5599947905284838,0.6353593893264736,1.0674239072081089
3,0.7,0.3,0.15,0.25,0.5600261737174468,0.5300733618453842,1.2777091511807053
3,0.5,0.15,0.25,0.3,0.5601660588584725,0.5959961782129694,1.0617914630272836
4,1.1,0.1,0.1,0.3,0.560177897009175,0.6858733869844719,1.0670640759657992
4,0.8,0.2,0.05,0.15,0.5602114254845385,0.6489102887111835,1.0431349784785435
3,0.7,0.25,0.15,0.25,0.560250776759192,0.597217613122712,1.184640180050215
2,0.6,0.25,0.15,0.25,0.5602671229513856,0.40507238867418727,1.4529755078491997
3,0.5,0.25,0.1,0.15,0.560290908966428,0.6400234104456982,1.2871842550671748
2,0.9,0.25,0.05,0.15,0.560314748896267,0.4089647452968199,1.2545583105652967
2,0.4,0.05,0.25,0.3,0.5603151169751551,0.5240717610380278,1.094932861530692
2,1.0,0.05,0.1,0.25,0.5603315866026554,0.5311059037720269,1.0848874230360186
4,0.6,0.05,0.2,0.25,0.560470376144571,0.7140038696489639,0.9681488070668076
3,0.7,0.15,0.2,0.3,0.5606562447792991,0.6850238931485648,1.0016841297588892
2,0.6,0.25,0.1,0.15,0.560667199163148,0.4721959011778833,1.3520512271120064
4,0.7,0.25,0.05,0.15,0.5606705435106227,0.6592532663062959,1.1848380838525983
2,0.7,0.15,0.15,0.25,0.5606787961059997,0.4978513067757211,1.1923428950930615
2,0.9,0.3,0.05,0.15,0.5607588290929726,0.3603848498773622,1.3734220305644635
2,0.5,0.2,0.15,0.2,0.5607913371870169,0.5163544249580755,1.3202640252517972
2,0.8,0.15,0.1,0.2,0.5608257941485362,0.503933674116668,1.1054162429975107
3,0.5,0.05,0.1,0.2,0.5608410101009789,0.6053567763136454,1.0490878039417906
2,1.4,0.25,0.05,0.3,0.5609387783028982,0.38084445183017906,1.2586243764504483
2,0.9,0.1,0.15,0.3,0.5609480119090924,0.47861235123350654,1.0668387551508018
3,1.0,0.05,0.05,0.25,0.560950240379281,0.587262892124423,1.135596279533068
2,0.4,0.2,0.2,0.25,0.5609533049865792,0.508917778996092,1.4078741104223114
3,0.4,0.1,0.15,0.2,0.560972334221713,0.6470899599638558,1.0448655744972963
3,0.7,0.2,0.2,0.3,0.5609792938268661,0.6094358326208076,1.0960392481988122
4,1.0,0.1,0.1,0.25,0.5609872965391223,0.6733782498621061,1.054885555250108
2,1.1,0.05,0.05,0.2,0.561036698258277,0.5383301585372896,1.1083479776034764
2,0.5,0.3,0.1,0.15,0.5611018608502287,0.4185966292472906,1.4895251780144985
4,0.5,0.2,0.1,0.15,0.5611314215688121,0.6657856842557998,1.196111857116971
4,0.4,0.1,0.15,0.15,0.5611713067913997,0.6467122910128427,1.0493035610231678
3,0.4,0.05,0.05,0.15,0.5611955947396323,0.5001415418207223,1.167670154600001
4,0.5,0.3,0.1,0.2,0.5612929616635669,0.5355326919957465,1.3787622966884834
3,0.7,0.25,0.2,0.3,0.5613023428744334,0.5298412166953127,1.1903943666387349
3,0.7,0.15,0.05,0.15,0.5613345227673651,0.5918622111040465,1.010008582028544
4,0.6,0.15,0.2,0.3,0.5613530931738007,0.6871448746060665,1.0362362356935486
4,0.8,0.3,0.05,0.2,0.5614092221106879,0.6409366954410752,1.2259721568653892
2,1.2,0.3,0.05,0.25,0.5615671411993466,0.39021087491572914,1.3794035177042754
3,0.7,0.3,0.2,0.3,0.5616253919220004,0.45024660076981765,1.2847494850786574
3,0.5,0.2,0.25,0.3,0.5616475377701088,0.5154761047086114,1.157069297212271
4,0.4,0.05,0.05,0.15,0.5618930951073133,0.5001415418207223,1.0786664811260362
2,1.1,0.1,0.05,0.2,0.561993886747651,0.4916320738217812,1.0751763909305414
4,0.7,0.25,0.15,0.3,0.5619966375989215,0.6426984816593009,1.190330930620696
3,1.2,0.3,0.1,0.3,0.56200516560805,0.49004244843977435,1.1052525623338278
2,0.4,0.3,0.15,0.25,0.5620257501679776,0.35875322979144636,1.6127839663758963
3,0.9,0.1,0.1,0.25,0.5620425735896363,0.6585459432551218,0.9682551837222898
4,0.5,0.25,0.15,0.25,0.5620765792258676,0.6243698474906655,1.2733448820611055
3,0.5,0.15,0.2,0.25,0.5623009503147215,0.6885795263982075,1.07150689744922
2,1.0,0.1,0.1,0.25,0.5623195758483465,0.4869182058346956,1.054885555250108
2,0.8,0.2,0.1,0.2,0.562371498445853,0.4579634817062777,1.2262002903965272
4,1.0,0.25,0.05,0.25,0.5624637192478457,0.6862513205022106,1.0520324461875563
4,0.7,0.1,0.2,0.3,0.5624828279890447,0.7595267285222222,0.9552332667910008
3,0.8,0.05,0.1,0.25,0.5625158342570712,0.6079977976219407,1.0384851882617032
3,0.5,0.2,0.15,0.2,0.5625669254875563,0.6944881730337484,1.1781572239221723
4,0.5,0.25,0.2,0.3,0.5625678637899818,0.5498917321042743,1.2651525580619112
4,1.2,0.05,0.05,0.25,0.5626586625688124,0.6167333173125085,1.1255162256628881
3,0.5,0.3,0.1,0.15,0.5627225929899129,0.5931571629647568,1.3782566530173777
3,0.4,0.05,0.2,0.25,0.562723549187415,0.6890647622066841,0.9262612499163313
4,0.6,0.3,0.05,0.15,0.5627301140209249,0.5416022501370737,1.3325428312336423
4,0.9,0.15,0.05,0.15,0.5627884087522925,0.6323302043684526,1.012415790353754
3,0.7,0.1,0.15,0.25,0.5628108527548212,0.6930124134442434,0.9054332666587428
3,1.0,0.3,0.1,0.25,0.5628330174887454,0.5288639905004265,1.1590490674012544
3,0.5,0.1,0.2,0.25,0.5628854825419615,0.7432042357644995,0.97767903061487
3,1.4,0.15,0.05,0.3,0.5629188795340556,0.6208727802696291,1.1854719807357161
3,0.6,0.05,0.15,0.25,0.562921513388657,0.6403525172927266,0.9428326590339151
2,1.1,0.15,0.05,0.2,0.5629510752370253,0.44493398910627363,1.0420048042576064
3,0.5,0.25,0.25,0.3,0.5631290166817455,0.43495603120425347,1.2523471313972578
4,0.7,0.2,0.1,0.2,0.5631742539479707,0.6989926065608393,1.090801211307688
3,1.2,0.25,0.1,0.3,0.5632096260500353,0.5432704637697089,1.0912344872715738
3,0.5,0.2,0.2,0.25,0.5632415320612592,0.6025238339112478,1.1653347642835712
2,0.7,0.2,0.15,0.25,0.5632935533273797,0.4543497512368834,1.315310689114662
3,1.0,0.25,0.1,0.25,0.5634476137799667,0.5833388788800679,1.0669640001557628
3,1.4,0.2,0.05,0.3,0.5635394393086257,0.5661745958030359,1.150556767229126
4,0.7,0.15,0.15,0.25,0.5637273163514745,0.7293956883353632,0.9985022377892331
2,0.6,0.2,0.2,0.3,0.5637737016449305,0.4471279572637849,1.402685327447055
4,1.0,0.2,0.1,0.3,0.5637863611124394,0.7247670413486268,0.9798039919239119
4,0.4,0.05,0.25,0.25,0.5638296763891211,0.745291480681293,0.9515131392582705
4,0.4,0.2,0.15,0.2,0.5638929942023553,0.6392903221143058,1.2303547507798323
2,1.1,0.2,0.05,0.2,0.5639082637263992,0.3982359043907652,1.1327048644534738
2,0.8,0.25,0.1,0.2,0.5639172027431697,0.41199328929588797,1.3469843377955442
2,0.9,0.15,0.15,0.3,0.5639323854853757,0.43679924775208423,1.1893500263636407
3,1.0,0.2,0.1,0.25,0.564062210071188,0.6378137672597092,0.9948818196782855
2,0.4,0.25,0.2,0.3,0.5641071832459266,0.3945822137753897,1.5604207903086542
3,1.4,0.25,0.05,0.3,0.5641599990831957,0.5114764113364425,1.1156415537225357
4,0.8,0.15,0.1,0.2,0.5641682061027722,0.6776195381849468,0.9551699723316663
4,0.4,0.15,0.25,0.3,0.5641703945550505,0.5969033583901884,1.096957261065453
3,0.5,0.25,0.2,0.25,0.5641821138077969,0.5164681414242883,1.2591626311179211
4,1.0,0.05,0.15,0.3,0.5641854526811403,0.696876040122898,1.1622016156391042
4,0.7,0.3,0.15,0.3,0.5641953048115664,0.5828635924907241,1.284686049060618
3,0.5,0.05,0.25,0.3,0.5642012363331423,0.7570363252216855,0.9054879726525248
2,1.0,0.15,0.1,0.25,0.5643075650940378,0.44273050789736496,1.1024943226051
3,1.0,0.15,0.05,0.2,0.5643430340846154,0.6497518532698732,1.0103736662085154
4,0.4,0.05,0.2,0.2,0.564384525875386,0.6893808931905541,0.9695489051631272
4,0.6,0.2,0.15,0.25,0.5643940797228963,0.7056926733156127,1.1332745809580749
2,1.2,0.05,0.1,0.3,0.5644096478848725,0.46907947255427845,1.217502908680874
4,0.9,0.3,0.1,0.3,0.5644203480959181,0.6163657578547228,1.2016699487140428
2,0.4,0.1,0.25,0.3,0.5644477541264027,0.5618381545675963,1.2227534570626726
4,0.5,0.1,0.25,0.3,0.5644709386869019,0.6730199549746969,0.9665136288422971
2,0.5,0.05,0.2,0.25,0.5645932472720677,0.5166427191569296,1.018452469759069
3,0.5,0.3,0.25,0.3,0.564610495593382,0.40234838768441195,1.3476249655822448
2,0.6,0.3,0.15,0.3,0.5646450065048573,0.3800200241838804,1.6036492641282247
3,1.0,0.15,0.1,0.25,0.5646768063624094,0.6922886556393505,1.0248836874641971
3,0.5,0.25,0.15,0.2,0.5647584517694716,0.6074301097639728,1.2705844461253089
4,0.5,0.3,0.15,0.25,0.5647667688335838,0.5594329998159672,1.367172748895456
3,1.4,0.3,0.05,0.3,0.5647805588577657,0.45677822686984915,1.0807263402159457
3,1.2,0.2,0.1,0.3,0.5647826295115278,0.5964984790996436,1.1228015926238988
2,1.0,0.3,0.1,0.3,0.5648537700158331,0.397524806665701,1.4867958037414017
2,1.1,0.25,0.05,0.2,0.5648654522157734,0.3515378196752571,1.2513928588373602
3,0.8,0.2,0.1,0.2,0.5649104536905963,0.6809233792171216,1.0467208463773348
2,1.3,0.05,0.05,0.25,0.5651138654888105,0.476121550007533,1.2422617679446162
3,0.5,0.3,0.15,0.2,0.5651213826418087,0.5155549810400535,1.363011668328445
3,0.5,0.3,0.2,0.25,0.5651226955543347,0.43041244893732844,1.352990497952271
4,0.9,0.1,0.05,0.15,0.5651326196038635,0.5998170367292842,1.0850939972112221
4,0.6,0.25,0.1,0.2,0.5652299559301919,0.6501142783439292,1.2318227835763798
3,0.8,0.25,0.1,0.2,0.565326945954638,0.6251500518921701,1.1382717204230033
3,1.1,0.3,0.05,0.2,0.5653739463285884,0.5510226675584797,1.1021081952591338
4,0.5,0.05,0.05,0.15,0.565376750396378,0.586142949003276,1.093476889879012
4,1.0,0.05,0.05,0.2,0.5655334304226366,0.6103129312760218,1.1311394775454924
4,0.9,0.25,0.05,0.2,0.5656449833199741,0.6987826196047258,1.0890391512908235
2,0.8,0.25,0.15,0.3,0.5656899655111249,0.36678954555216636,1.447638150786255
4,0.5,0.3,0.2,0.3,0.5656902439866562,0.48927112173218096,1.3604303922468985
3,0.8,0.3,0.1,0.2,0.5657434382186793,0.569376724567218,1.2298225944686725
3,0.6,0.1,0.05,0.15,0.5658961201530534,0.60638576416942,1.0939519383960579
3,0.5,0.15,0.1,0.15,0.5659003590824851,0.6252050116081809,1.1050394591667674
4,0.8,0.25,0.1,0.25,0.5659156560910394,0.7022797367174547,1.1418822666588155
4,0.8,0.05,0.2,0.3,0.5659770895798969,0.7339460696649377,1.0935612053709243
4,0.8,0.1,0.15,0.25,0.5660346958163411,0.7058857156844209,1.0056508663486845
4,0.4,0.1,0.2,0.2,0.5661620755357064,0.7344826066155996,1.0212633592304796
4,0.6,0.05,0.15,0.2,0.5662230825490184,0.6399770763332199,0.9605460030909757
2,0.7,0.3,0.1,0.2,0.5662789610316603,0.3604375077970347,1.482547240912921
2,1.0,0.2,0.1,0.25,0.5662955543397291,0.39854280996003333,1.2229691268377414
3,1.2,0.15,0.1,0.3,0.5663556329730203,0.6497264944295779,1.1543686979762238
2,0.7,0.05,0.2,0.3,0.5664150959700078,0.5497984675202964,1.0165500894644146
2,1.3,0.1,0.05,0.25,0.5664845604631175,0.43122877686330335,1.2073604253099461
4,0.8,0.05,0.1,0.2,0.5666085591745317,0.6074145861450427,1.0316448755594454
2,0.5,0.25,0.15,0.2,0.5666915077623719,0.47109260149617055,1.4437804652825852
4,0.7,0.1,0.1,0.15,0.5667149274227268,0.6239236989880759,0.9820572755841094
2,1.2,0.1,0.1,0.3,0.56674333435267,0.4266017419176899,1.1859358033285494
3,0.9,0.1,0.05,0.2,0.5668762987657192,0.5991804482439249,1.0849664064064442
2,0.9,0.2,0.15,0.3,0.566916759061659,0.39498614427066137,1.3118612975764796
4,0.4,0.25,0.1,0.15,0.5670064346253478,0.5505063639891489,1.3488444416688121
4,0.8,0.2,0.15,0.3,0.5670462482135821,0.7200492855073081,1.05885893475966
3,0.7,0.05,0.2,0.3,0.5671275098071709,0.723930250025457,0.9797629953647845
4,0.9,0.2,0.1,0.25,0.5672325755794414,0.7236281246908877,1.010081759025949
4,0.6,0.05,0.25,0.3,0.567283490133208,0.7489220631439859,1.0150546799058484
3,1.1,0.25,0.05,0.2,0.5672879282795431,0.6090614959765007,1.0112838094794818
3,0.8,0.15,0.1,0.2,0.5673832572614529,0.6776195381849468,0.9551699723316663
2,1.1,0.3,0.05,0.2,0.5675974626966255,0.3771047849591976,1.3700808532212467
2,0.5,0.1,0.2,0.25,0.567642009843129,0.555226076237582,1.1434656175879894
2,0.4,0.05,0.15,0.15,0.5677162057886167,0.555589106932932,0.9422970774106773
3,0.6,0.2,0.1,0.15,0.5677258875325105,0.6850097797191448,1.1407175889174985
3,0.9,0.3,0.05,0.15,0.5677276760474768,0.5913509828600447,1.1775720663079952
2,1.3,0.15,0.05,0.25,0.5678552554374241,0.38633600371907373,1.1724590826752745
4,1.2,0.2,0.05,0.3,0.5681008311381391,0.7054478453835782,0.9224614331852491
4,0.9,0.1,0.1,0.2,0.5681294826644072,0.6589340319960857,1.0427902893026393
2,0.6,0.05,0.15,0.2,0.5682316436237417,0.5130723855235559,0.938859704372225
2,1.0,0.25,0.1,0.25,0.5682835435854204,0.3597020107566414,1.3434439310703823
3,1.0,0.3,0.15,0.3,0.5683139447339868,0.5222228176707202,1.1816397458301258
4,1.2,0.1,0.05,0.25,0.568487043489219,0.6511125068924164,1.0873993095115917
2,0.4,0.15,0.25,0.3,0.56858039127765,0.5449538237829371,1.3505740525946546
4,1.3,0.1,0.05,0.3,0.5685881780693874,0.6644404178239202,1.099706187033231
4,1.1,0.1,0.05,0.2,0.5686563064415077,0.6357055959333003,1.0820688125196263
3,0.9,0.25,0.05,0.15,0.5686623968609015,0.6507612858787938,1.087343370866312
3,0.9,0.05,0.15,0.3,0.5689962210812494,0.6844903304347134,1.0447204756105817
4,0.4,0.2,0.25,0.3,0.5690393704444112,0.5359151519936497,1.1927313825171268
3,1.3,0.25,0.05,0.25,0.5690414730108183,0.5690959565997766,1.1026563974059336
2,1.2,0.15,0.1,0.3,0.5690770208204676,0.38412401128110113,1.1543686979762238
2,0.4,0.1,0.15,0.15,0.5691096059441407,0.5173435475053793,1.0653831656323365
3,1.3,0.05,0.05,0.3,0.5691124728006791,0.5908669112041414,1.1329053711019115
3,1.1,0.2,0.05,0.2,0.5692019102304977,0.6671003243945212,1.0088332175846706
2,1.3,0.2,0.05,0.25,0.5692259504117307,0.3414432305748443,1.1375577400406038
3,0.6,0.25,0.1,0.15,0.5692805303092024,0.6687841277965255,1.2315647291854332
3,0.8,0.05,0.05,0.2,0.569297411399467,0.608986676566104,1.1611969050449538
2,1.4,0.3,0.05,0.3,0.5693776527124657,0.41552243354462437,1.3776841444717187
3,0.7,0.1,0.1,0.2,0.5694825163915571,0.6245589284771175,0.9832331060166682
3,0.9,0.2,0.05,0.15,0.5695971176743261,0.6662298324316828,0.9971146754246292
4,0.9,0.15,0.15,0.3,0.5696205074684071,0.7483284892943494,0.9904510636373071
3,1.3,0.3,0.05,0.25,0.5696506230797909,0.5123742118697588,1.0677550547712624
3,0.8,0.15,0.15,0.25,0.5696696810788222,0.722100097190843,0.9785285847495182
4,1.1,0.2,0.05,0.25,0.569679419372189,0.694212011621158,0.9238606319809347
3,1.0,0.25,0.15,0.3,0.5697470720241338,0.5740409343938271,1.0884773925073217
3,1.1,0.05,0.1,0.3,0.569843636681758,0.6569382087902125,1.097078968803094
2,0.7,0.1,0.2,0.3,0.5698450503730973,0.5358657918292904,1.1409354465485493
3,1.4,0.1,0.05,0.3,0.56994695403434,0.6575526977980862,1.2203871942423064
4,0.4,0.15,0.15,0.15,0.5700107700482944,0.6930638911420387,1.1406066197106
4,0.6,0.05,0.05,0.15,0.570067155981164,0.64543288055169,1.1087796518680775
3,0.4,0.1,0.1,0.15,0.5700807924090707,0.5982524196482945,1.0749352656065159
2,0.6,0.1,0.15,0.2,0.5701778214621722,0.5485767611197366,1.0613885951165287
3,0.8,0.3,0.15,0.25,0.5702072796919659,0.5460588605113975,1.2394377573455908
2,0.8,0.05,0.15,0.25,0.5702173676328095,0.5430184200775723,1.032773147947851
3,1.0,0.2,0.15,0.3,0.5702384264327789,0.6258590511169339,1.076585637355288
3,0.5,0.05,0.05,0.15,0.57025480237616,0.586142949003276,1.1793318945530982
3,1.0,0.15,0.15,0.3,0.5703563477664152,0.6776771678400406,1.1051242967832267
3,1.3,0.2,0.05,0.25,0.5703577162556616,0.6258177013297944,1.1375577400406038
2,0.4,0.15,0.15,0.15,0.5705030060996645,0.5539559165672358,1.1884692538539952
3,0.8,0.2,0.15,0.25,0.5705902371022531,0.6690468671370385,1.0539992933779454
2,1.3,0.25,0.05,0.25,0.5705966453860376,0.3675779539250425,1.2496190184188913
4,0.4,0.2,0.2,0.25,0.5706070060814472,0.611436657455403,1.2089623535460612
4,1.1,0.3,0.05,0.3,0.5706452011970731,0.6008204381639406,1.1142681624314077
2,0.5,0.15,0.2,0.25,0.5706907724141902,0.5581482044578081,1.268478765416911
4,0.8,0.3,0.1,0.25,0.5706916208806406,0.6642290331186406,1.2346014986426384
3,1.0,0.1,0.15,0.3,0.5707167950389369,0.7272258394973571,1.1336629562111649
3,0.6,0.15,0.15,0.2,0.5707360041278533,0.7191148757290613,1.0389780232982337
3,0.6,0.3,0.1,0.15,0.5708351730858943,0.6116585096215774,1.3224118694533686
2,0.7,0.05,0.1,0.15,0.5708623607097929,0.5517486800496986,0.9488862673628442
3,0.8,0.25,0.15,0.25,0.5710189526074243,0.6159936370832347,1.146718525361768
3,0.5,0.1,0.15,0.2,0.5711145662262519,0.6640418885197041,0.9933027795158994
3,1.2,0.1,0.1,0.3,0.57119037849627,0.6982677850124795,1.1859358033285494
4,0.6,0.3,0.1,0.2,0.571226370852449,0.6243392975347852,1.3239438188882644
3,0.6,0.1,0.25,0.3,0.571326912722273,0.6897031516220024,0.9917325128205761
4,0.6,0.1,0.2,0.25,0.5713705959207989,0.7526360767707129,0.9436308869052081
2,1.2,0.2,0.1,0.3,0.571410707288265,0.35031081449083185,1.2211165377981918
3,0.6,0.05,0.1,0.2,0.5714456287943839,0.5990767488585834,1.0613761668530364
3,0.4,0.1,0.25,0.25,0.5714738375678681,0.6922637588957327,0.9987079340426154
4,0.5,0.15,0.2,0.25,0.5715320797756351,0.6922294281642407,1.07150689744922
2,0.7,0.1,0.1,0.15,0.5716796244446423,0.541864321362059,0.9769937670653818
4,1.0,0.2,0.05,0.2,0.5716845026513677,0.6812410113371716,0.9570796674855043
